stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
36.140258,Lew15st,-95.958325,6209,,,1516 S Lewis Ave & E 15Th St S,S Lewis Ave&E 15Th St S,0,
36.152102,FLAG 73,-95.97564,6808,,,,PEORIA & 6TH,0,
36.108242,SSREASOR,-96.116007,6809,,,,SAND SPG REASORS,0,
36.15194,LEW&6TH,-95.95809,6806,,,,LEWIS&6TH,0,
36.154746,FLAG72,-95.975548,6807,,,,PEORIA & 5TH,0,
36.15549,4TH&LEW,-95.9583,6804,,,,4TH&LEWIS,0,
36.155436,LEW&4TH,-95.958154,6805,,,,LEWIS&4TH,0,
36.15626,3RD&LEW,-95.95829,6803,,,,3RDLEWIS,0,
36.140593,15stJop,-95.906059,5182,,,6288 E 15th St S & S Joplin Ave,E 15th St S&S Joplin Ave,0,
36.140614,15stGltt,-95.959901,5183,,,2233 E 15th St S & S Gillette Ave,E 15th St S&S Gillette Ave,0,
36.140682,15stSand,-95.928341,5180,,,,E 15th St S&S Sandusky Ave,0,
36.140659,15stUtic,-95.967663,5186,,,1663 E 15th St S & S Utica Ave,E 15th St S&S Utica Ave,0,
36.140527,15stUtic,-95.96676,5187,,,1732 E 15th St S & S Utica Ave,E 15th St S&S Utica Ave,0,
36.140678,15stUrba,-95.926247,5184,,,,E 15th St S&S Urbana Ave,0,
36.14045,15stUrba,-95.925537,5185,,,4614 E 15th St S & S Urbana Ave,E 15th St S&S Urbana Ave,0,
36.140667,15stVict,-95.966519,5188,,,1749 E 15th St S & S Victor Ave,E 15th St S&S Victor Ave,0,
36.140637,15stXanP,-95.962902,5189,,,1891 E 15th St S & S Xanthus Pl,E 15th St S&S Xanthus Pl,0,
36.147875,11YalWB,-95.922387,555,,,S YALE AVE & E 11TH ST S,E 11th St S&S Yale Ave,0,
36.160656,AdmYa,-95.921975,5458,,,4920 E Admiral Pl & N Yale Ave,Admiral Pl & Yale,0,
36.160857,AdmAlgh,-95.921932,5459,,,4925 E Admiral Pl & S Allegheny Ave,E Admiral Pl&S Allegheny Ave,0,
36.160665,AdmMem,-95.886239,5450,,,8510 E Admiral Pl & N Memorial Dr/S Memorial Dr,Admiral Pl & Memorial,0,
36.160665,AdmMem,-95.883687,5451,,,8568 E Admiral Pl & S Memorial Dr/N Memorial Dr,E Admiral Pl& Memorial Dr,0,
36.160704,AdmNwdA,-95.906509,5452,,,6320 E Admiral Pl & N Norwood Ave,E Admiral Pl&N Norwood Ave,0,
36.160842,AdmSand,-95.92804,5453,,,4189 E Admiral Pl & N Sandusky Ave,E Admiral Pl&N Sandusky Ave,0,
36.160646,AdmSand,-95.927556,5454,,,4410 E Admiral Pl & N Sandusky Ave,E Admiral Pl&N Sandusky Ave,0,
36.160687,AdmSher,-95.904212,5455,,,6528 E Admiral Pl & S Sheridan Rd/N Sheridan Rd,E Admiral Pl&S Sheridan Rd,0,
36.160661,AdmUrba,-95.92532,5456,,,4608 E Admiral Pl & N Urbana Ave,E Admiral Pl&N Urbana Ave,0,
36.160852,AdmYa,-95.922922,5457,,,4851 E Admiral Pl & N Yale Ave,Admiral Pl & Yale,0,
36.16956,GilEstat,-96.01803,4254,,,N 24TH W AVE & N YUKON CIRCLE,Gilcrease Estates,0,
36.17717,PineFul,-95.915781,5533,,,5287 E Pine St & N Fulton Ave,E Pine St&N Fulton Ave,0,
36.177041,PineFul,-95.91536,5532,,,5342 E Pine St & N Fulton Ave,E Pine St&N Fulton Ave,0,
36.17701,PineFkft,-95.989829,5531,,,463 E Pine St & N Frankfort Ave,E Pine St&N Frankfort Ave,0,
36.176886,PineFkft,-95.988611,5530,,,516 E Pine St & N Frankfort Ave,E Pine St&N Frankfort Ave,0,
36.176884,PineGrnw,-95.98643,5537,,,620 E Pine St & N Greenwood Ave,Greenwood & Pine,0,
36.177199,PineGary,-95.942256,5536,,,,E Pine St&N Gary Ave,0,
36.177061,PineGary,-95.941839,5535,,,3222 E Pine St & N Gary Ave,E Pine St&N Gary Ave,0,
36.177138,PineGntt,-95.851554,5534,,,11285 E Pine St & N Garnett Rd,E Pine St & Garnett Rd,0,
36.17703,PineGnwP,-95.985604,5539,,,676 E Pine St & N Greenwood Pl,E Pine St&N Greenwood Pl,0,
36.177011,PineGrnw,-95.987201,5538,,,581 E Pine St & N Greenwood Ave,E Pine St&N Greenwood Ave,0,
36.073116,StFrSB,-95.918109,1286,,,,St. Francis Hospital,0,
36.089917,51st27av,-96.02383,6577,,,2735 W 51St St S & S 27Th W Ave,W 51St St S&S 27Th W Ave,0,
36.098842,33av45st,-96.029621,6574,,,4416 S 33Rd W Ave & W 45Th St S,S 33Rd W Ave&W 45Th St S,0,
36.17408,GrnwNwtP,-95.986728,5628,,,,N Greenwood Ave&E Newton Pl,0,
36.173659,GrnwNwtP,-95.986891,5627,,,1282 N Greenwood Ave & E Newton Pl,N Greenwood Ave&E Newton Pl,0,
36.171698,GrnwMrsh,-95.986887,5626,,,1184 N Greenwood Ave & E Marshall St,N Greenwood Ave&E Marshall St,0,
36.173081,GrnwMarP,-95.98672,5625,,,1217 N Greenwood Ave & E Marshall Pl,N Greenwood Ave&E Marshall Pl,0,
36.160527,GrnwCamr,-95.986522,5624,,,174 N Greenwood Ave & E Cameron St,N Greenwood Ave&E Cameron St,0,
36.160096,GrnwArch,-95.986165,5623,,,129 N Greenwood Ave & E Archer St,N Greenwood Ave&E Archer St,0,
36.161774,GiRdEd,-96.019785,5622,,,N Gilcrease Museum Rd/N 25Th W Ave & W Edison St,N Gilcrease Museum Rd & N 25Th W Ave,0,
36.159992,GiRdEasP,-96.020265,5621,,,519 N Gilcrease Museum Rd/N 25Th W Ave & W Easton Pl,S 25Th W Ave & W Easton,0,
36.160297,GiRdEasC,-96.02037,5620,,,550 N Gilcrease Museum Rd/N 25Th W Ave & W Easton Ct,N Gilcrease Museum Rd & W Easton Ct,0,
36.147637,Pe11SB,-95.975836,406,,,S PEORIA AVE & E 11TH ST S,Peoria & 11th St S,0,
36.151968,Pe6S,-95.975762,403,,,,Peoria/6th S-SW,0,
36.070477,Ya65st,-95.922041,5994,,,6457 S Yale Ave & E 65th St,S Yale Ave&E 65th St,0,
36.247202,Peo65st,-95.975644,5997,,,6464 N Peoria Ave & E 65Th St N,N Peoria Ave&E 65Th St N,0,
36.075928,Ya61st,-95.92199,5991,,,6061 S Yale Ave & E 61st St S,S Yale Ave&E 61st St S,0,
36.082872,Ya55Pl,-95.922392,5990,,,5516 S Yale Ave & E 55th Pl S,S Yale Ave&E 55th Pl S,0,
36.155965,Pitt4 th,-95.931395,4037,,,S PITTSBURGH AVE & E 4TH ST S,E 4Th St S& Pittsburgh Ave,0,
36.068514,Ya66st,-95.922037,5992,,,6583 S Yale Ave & E 66th St S,S Yale Ave&E 66th St S,0,
36.241164,Peo60Pl,-95.975638,5999,,,6018 N Peoria Ave & E 60Th Pl N,N Peoria Ave & 60th St N,0,
36.245447,Peo63st,-95.97565,5998,,,6268 N Peoria Ave & E 63Th St N,N Peoria Ave & 63rd St N,0,
36.130515,SW23st,-96.006843,6536,,,2225 Southwest Blvd & W 23Rd St S,Southwest Blvd&W 23Rd St S,0,
36.133706,SW21st,-96.006856,6537,,,2047 Southwest Blvd & W 21St St S,Southwest Blvd&W 21St St S,0,
36.129933,23stNoga,-96.00444,6534,,,1065 W 23Rd St S & S Nogales Ave,W 23Rd St S&S Nogales Ave,0,
36.129926,23stOlym,-96.005424,6535,,,1165 W 23Rd St S & S Olympia Ave,W 23Rd St S&S Olympia Ave,0,
36.129914,23stJack,-95.99986,6532,,,731 W 23Rd St S & S Jackson Ave,W 23Rd St S&S Jackson Ave,0,
36.129922,23stMayb,-96.002178,6533,,,905 W 23Rd St S & S Maybelle Ave,W 23Rd St S&S Maybelle Ave,0,
36.126229,25stNoga,-96.001578,6530,,,876 W 25Th St S & S Nogales Ave,W 25Th St S&S Nogales Ave,0,
36.128634,Jack25st,-95.999392,6531,,,2363 S Jackson Ave & W 25Th St S,S Jackson Ave&W 25Th St S,0,
36.205161,LewMHKB,-95.958114,6143,,,3527 N Lewis Ave & Mohawk Blvd,N Lewis Ave&Mohawk Blvd,0,
36.036272,LewMagn,-95.954786,6142,,,8778 S Lewis Ave & E Magnolia Dr,S Lewis Ave&E Magnolia Dr,0,
36.096358,Lew46Pl,-95.957914,6141,,,4619 S Lewis Ave & E 46Th Pl S,S Lewis Ave&E 46Th Pl S,0,
36.099012,Lew45st,-95.957918,6140,,,4481 S Lewis Ave & E 45Th St S,S Lewis Ave&E 45Th St S,0,
36.17372,LewNwtS,-95.958174,6147,,,1305 N Lewis Ave & E Newton St,N Lewis Ave&E Newton St,0,
36.150903,6BosEB,-95.98823,396,,,S BOSTON AVE & E 6TH ST S,E 6Th St S&S Boston Ave,0,
36.091516,LewSkDr,-95.957898,6145,,,4959 S Lewis Ave & E Skelly Dr,S Lewis Ave&E Skelly Dr,0,
36.18225,LewTecm,-95.958159,6144,,,1921 N Lewis Ave & E Tecumseh St,N Lewis Ave&E Tecumseh St,0,
36.171986,LewDaws,-95.958148,6149,,,1183 N Lewis Ave & Dawson Rd,N Lewis Ave&Dawson Rd,0,
36.20445,LewMHKB,-95.958291,6148,,,3464 N Lewis Ave & Mohawk Blvd,N Lewis Ave&Mohawk Blvd,0,
36.137903,SWW17,-96.006829,6781,,,,SOUTHWEST BLVD & W 17TH NB,0,
36.0282,MEM93RD,-95.886371,6780,,,,MEMORIAL AND 93RD,0,
36.140905,BLD15THW,-95.988595,6783,,,,BOULDER & 15TH STREET WESTSIDE,0,
36.050763,UNIW78,-96.011738,6782,,,,S UNION AVE & W 78TH STREET S,0,
36.136267,BLD18,-95.988407,6785,,,,BOULDER AND 18TH STREET EAST,0,
36.13816,BLD17,-95.988375,6784,,,,BOULDER AND 17TH EAST SIDE,0,
36.206285,36NPEO,-95.97511,6787,,,,36TH ST N & PEORIA FD FLAG STOP,0,
36.206396,36NLEW,-95.957769,6786,,,,36TH STREET NORTH & LEWIS FD FLAG STOP,0,
36.125199,Sher26Ct,-95.904494,5847,,,2599 S Sheridan Rd & E 26th Ct S,S Sheridan Rd&E 26th Ct S,0,
36.127483,Sher25Pl,-95.904498,5846,,,2461 S Sheridan Rd & E 25th Pl S,S Sheridan Rd&E 25th Pl S,0,
36.129293,Sher24st,-95.904494,5845,,,2361 S Sheridan Rd & E 24th St S,S Sheridan Rd&E 24th St S,0,
36.130119,Sher23st,-95.904493,5844,,,2195 S Sheridan Rd & E 23rd St S,S Sheridan Rd&E 23rd St S,0,
36.133796,Sher21st,-95.90448,5842,,,2069 S Sheridan Rd & E 21st St S,S Sheridan Rd&E 21st St S,0,
36.131342,Sher21Pl,-95.904654,5841,,,2158 S Sheridan Rd & E 21st Pl S,S Sheridan Rd&E 21st Pl S,0,
36.131956,Sher21Pl,-95.904501,5840,,,2139 S Sheridan Rd & E 21st Pl S,S Sheridan Rd&E 21st Pl S,0,
36.121896,Sher28st,-95.904672,5849,,,2922 S Sheridan Rd & E 28th St S,S Sheridan Rd&E 28th St S,0,
36.122619,Sher28st,-95.904505,5848,,,2821 S Sheridan Rd & E 28th St S,S Sheridan Rd&E 28th St S,0,
36.156747,3Lew-WB,-95.959169,3747,,,,3rd/Lewis W-NW,0,
36.146416,Ma10SB,-95.987252,2458,,,S MAIN ST & E 10TH ST S,S Main St&W 10th St S,0,
36.08521,Ba  145,-95.814026,2454,,,S 145TH E AVE & W GRANGER ST N,Battle Creek Church,0,
36.154843,1MaiWB,-95.991846,2457,,,S MAIN ST & E 1ST ST S,1st St S & Main,0,
36.149559,Bo7NB,-95.987468,2456,,,S BOSTON AVE & E 7TH ST S,S Boston Ave&E 7th St S,0,
36.133568,21st99av,-95.866332,5208,,,9893 E 21st St S & S 99th E Ave,E 21st St S&S 99th E Ave,0,
36.060742,71st85av,-95.882028,6369,,,8522 E 71St St S & S 85Th E Ave,E 71St St S&S 85Th E Ave,0,
36.060697,71stGran,-95.91459,6363,,,5556 E 71St St S & S Granite Ave,E 71St St S&S Granite Ave,0,
36.060705,71stHarv,-95.939493,6362,,,,E 71St St S&S Harvard Ave,0,
36.060715,71stIrvg,-95.911399,6361,,,5818 E 71St St S & S Irvington Ave,E 71St St S&S Irvington Ave,0,
36.060715,71stLake,-95.90785,6360,,,6106 E 71St St S & S Lakewood Ave,E 71St St S&S Lakewood Ave,0,
36.060771,71st89av,-95.87738,6367,,,9018 E 71St St S & S 89Th E Ave,E 71St St S&S 89Th E Ave,0,
36.060785,71st92av,-95.873337,6366,,,9338 E 71St St S & S 92Nd E Ave,E 71St St S&S 92Nd E Ave,0,
36.060686,71stCant,-95.918989,6365,,,5170 E 71St St S & S Canton Ave,E 71St St S&S Canton Ave,0,
36.060692,71stEvan,-95.946614,6364,,,2910 E 71St St S & S Evanston Ave,E 71St St S&S Evanston Ave,0,
36.047776,Lew75st,-95.957975,6217,,,7930 S Lewis Ave & E 75Th St S,S Lewis Ave&E 75Th St S,0,
36.170017,LewDaws,-95.958129,6216,,,1113 S Lewis Ave & Dawson Rd,S Lewis Ave&Dawson Rd,0,
36.147439,Lew11st,-95.958311,6215,,,1120 S Lewis Ave & E 11Th St S,S Lewis Ave&E 11Th St S,0,
36.148139,Lew11st,-95.958123,6214,,,1061 S Lewis Ave & E 11Th St S,S Lewis Ave&E 11Th St S,0,
36.144864,Lew12Pl,-95.958307,6213,,,1250 S Lewis Ave & E 12Th Pl S,S Lewis Ave&E 12Th Pl S,0,
36.143675,Lew13st,-95.958319,6212,,,1340 S Lewis Ave & E 13Th St S,S Lewis Ave&E 13Th St S,0,
36.141399,Lew14Pl,-95.958294,6211,,,1440 S Lewis Ave & E 14Th Pl S,S Lewis Ave&E 14Th Pl S,0,
36.141702,Lew14Pl,-95.958129,6210,,,1408 S Lewis Ave & E 14Th Pl S,S Lewis Ave&E 14Th Pl S,0,
36.051791,Lew75st,-95.957963,6219,,,7710 S Lewis Ave & E 75Th St S/UNNAMED ST,S Lewis Ave&E 75Th St S,0,
36.049154,Lew75st,-95.95796,6218,,,7844 S Lewis Ave & E 75Th St S,S Lewis Ave&E 75Th St S,0,
36.118595,31MeWB,-95.886717,1968,,,S MEMORIAL DR & E 31ST ST S,S Memorial Dr&E 31st St S,0,
36.133559,21st123a,-95.841063,5198,,,12125 E 21st St S & S 123Rd E Ave,E 21st St S&S 123Rd E Ave,0,
36.133578,21st107a,-95.86223,5195,,,10311 E 21st St S & S 107Th E Ave,E 21st St S&S 107Th E Ave,0,
36.140695,15stFul,-95.916001,5194,,,,E 15th St S&S Fulton Ave,0,
36.15174,GiCPBSB,-96.020164,3238,,,S 25TH W AVE & E CHARLES PAGE BLVD,Charles Page Blvd & 25th W Ave,0,
36.147343,CP65WB,-96.064803,3239,,,S 65TH W AVE & E CHARLES PAGE BLVD,65th W Ave. & Charles Page Blvd,0,
36.140466,15stYa,-95.922161,5191,,,4930 E 15th St S & S Yale Ave,E 15th St S&S Yale Ave,0,
36.140689,15stYa,-95.923007,5190,,,4855 E 15th St S & S Yale Ave,E 15th St S&S Yale Ave,0,
36.140654,15stColu,-95.953327,5193,,,2603 E 15th St S & S Columbia Ave,E 15th St S&S Columbia Ave,0,
36.140485,15stYork,-95.961798,5192,,,2104 E 15th St S & S Yorktown Ave,E 15th St S&S Yorktown Ave,0,
36.160688,AdmJop,-95.909776,5449,,,5964 E Admiral Pl & S Joplin Ave,E Admiral Pl&S Joplin Ave,0,
36.160689,AdmDar,-95.913704,5448,,,5584 E Admiral Pl & S Darlington Ave,E Admiral Pl&S Darlington Ave,0,
36.160887,Adm89av,-95.878247,5443,,,8889 E Admiral Pl & N 89th E Ave/S 89Th E Ave,E Admiral Pl& 89th E Ave,0,
36.160918,Adm78av,-95.890335,5442,,,7499 E Admiral Pl & S 78Th E Ave,E Admiral Pl&S 78Th E Ave,0,
36.16072,Adm120a,-95.844056,5441,,,11867 E Admiral Pl & N 120th E Ave,E Admiral Pl&N 120th E Ave,0,
36.160832,Adm106p,-95.858432,5440,,,E Admiral Pl & N 106th E Pl/S 106Th E Pl,E Admiral Pl& 106th E Pl,0,
36.160883,AdmJop,-95.913395,5447,,,5709 E Admiral Pl & S Joplin Ave,E Admiral Pl&S Joplin Ave,0,
36.160695,AdmDar,-95.917741,5446,,,5312 E Admiral Pl & N Darlington Ave/S Darlington Ave,E Admiral Pl& Darlington Ave,0,
36.160687,AdmAlgh,-95.918802,5445,,,5066 E Admiral Pl & S Allegheny Ave,E Admiral Pl&S Allegheny Ave,0,
36.160888,Adm91av,-95.87609,5444,,,8971 E Admiral Pl & N 91st E Ave,E Admiral Pl&N 91st E Ave,0,
36.17701,Pine72av,-95.895894,5508,,,7248 E Pine St & N 72nd E Ave,E Pine St&N 72nd E Ave,0,
36.177191,PinePit,-95.931463,5509,,,3999 E Pine St & N Pittsburg Ave,E Pine St&N Pittsburg Ave,0,
36.164207,JHFBCin,-95.993214,5507,,,E John Hope Franklin Blvd & N Cincinnati Ave,E John Hope Franklin Blvd&Martin Luther King Jr Blvd,0,
36.157365,ArchMa,-95.992826,5504,,,,E Archer St&N Main St,0,
36.166034,IndpCin,-95.99316,5505,,,230 E Independence St & N Cincinnati Ave/N Detroit Ave,E Independence St&N Cincinnati Ave,0,
36.159028,ArchElg,-95.988113,5502,,,426 E Archer St & N Elgin Ave,E Archer St&N Elgin Ave,0,
36.15974,ArchGrnw,-95.986495,5503,,,571 E Archer St & N Greenwood Ave,E Archer St&N Greenwood Ave,0,
36.15803,ArchBos,-95.990924,5500,,,,E Archer St&N Boston Ave,0,
36.158912,ArchElg,-95.988838,5501,,,,E Archer St&N Elgin Ave,0,
36.148086,11/SherW,-95.904735,548,,,S SHERIDAN AVE & E 11TH ST S,E 11th St S&S Sheridan Rd,0,
36.158194,GiRdCamr,-96.020305,5618,,,331 N Gilcrease Museum Rd/N 25Th W Ave & W Cameron St,S 25Th W Ave & W Cameron,0,
36.157734,GiRdCamr,-96.020466,5619,,,268 N Gilcrease Museum Rd/N 25Th W Ave & W Cameron St,N Gilcrease Museum Rd/N 25Th W Ave&,0,
36.101976,SW43pl,-96.026671,6568,,,4285 Southwest Blvd & W 43Rd Pl S,Southwest Blvd&W 43Rd Pl S,0,
36.089803,51st26av,-96.021646,6565,,,2520 W 51St St S & S 26Th W Ave,W 51St St S&S 26Th W Ave,0,
36.164597,DetJHFB,-95.992776,5613,,,N Detroit Ave & E John Hope Franklin Blvd,N Detroit Ave&E John Hope Franklin,0,
36.176103,CinPine,-95.993636,5610,,,N Cincinnati Ave & E Pine St,Martin Luther King Jr Blvd & E Pine St,0,
36.15361,3stBos,-95.990751,6405,,,35 E 3Rd St S & S Boston Ave,E 3Rd St S&S Boston Ave,0,
36.176925,GnttPine,-95.851252,5616,,,1488 N Garnett Rd & E Pine St,N Garnett Rd&E Pine St,0,
36.170355,GrnwLatP,-95.986712,5617,,,1131 N Greenwood Ave & E Latimer Pl,N Greenwood Ave&E Latimer Pl,0,
36.166859,ElgIndp,-95.991225,5614,,,901 N Elgin Ave & E Independence St,N Elgin Ave&E Independence St,0,
36.170953,GnttMrsh,-95.851218,5615,,,1186 N Garnett Rd & E Marshall St,N Garnett Rd&E Marshall St,0,
36.029704,ElBAAtlC,-95.797378,5715,,,2005 S Elm Pl/S 161st E Ave & W Atlanta Ct,S Elm Pl&W Atlanta Ct,0,
36.02972,ElBAAtSt,-95.797612,5714,,,2004 S Elm Pl/S 161st E Ave & W Atlanta St/E 93Rd St S,S Elm Pl&W Atlanta St,0,
36.108104,Lew38st,-95.957988,6178,,,3779 S Lewis Ave & E 38Th St S,S Lewis Ave&E 38Th St S,0,
36.108722,Lew37st,-95.958111,6179,,,3702 S Lewis Ave & E 37Th St S,S Lewis Ave&E 37Th St S,0,
36.106523,Lew40st,-95.958073,6177,,,3914 S Lewis Ave & E 40Th St S,S Lewis Ave&E 40Th St S,0,
36.106787,Lew39st,-95.958016,6174,,,3891 S Lewis Ave & E 39Th St S,S Lewis Ave&E 39Th St S,0,
36.103722,Lew44st,-95.957954,6175,,,4135 S Lewis Ave & E 44Th St S,S Lewis Ave&E 44Th St S,0,
36.104554,Lew41st,-95.957878,6173,,,4071 S Lewis Ave & E 41St St S,S Lewis Ave&E 41St St S,0,
36.094526,Lew47Pl,-95.957905,6170,,,4781 S Lewis Ave & E 47Th Pl S,S Lewis Ave&E 47Th Pl S,0,
36.097574,Lew45Pl,-95.958054,6171,,,4556 S Lewis Ave & E 45Th Pl S,S Lewis Ave&E 45Th Pl S,0,
36.036305,FLAG 64,-95.86472,6778,,,,508 CL 101ST E AVE /UNNAMED,0,
36.034751,FLAG 65,-95.864716,6779,,,,508 CL 101ST E AVE & 88TH ST S,0,
36.065194,FLAG 60,-95.882248,6774,,,,WOODLAND HILLS MALL WB 471,0,
36.20292,FLAG 61,-95.99338,6775,,,,CRESTVIEW FROM DOWNTOWN,0,
36.20292,FLAG 62,-95.993357,6776,,,,CRESTVIEW TO DOWNTOWN,0,
36.04555,FLAG 63,-95.863295,6777,,,,508 CC TCC,0,
36.073054,FLAG 56,-95.918041,6770,,,,ST. FRANCIS EASTBOUND,0,
36.073116,FLAG 57,-95.918086,6771,,,,ST. FRANCIS WESTBOUND,0,
