stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
36.065239,FLAG 58,-95.882349,6772,,,,WOODLAND HILLS MALL 318 FROM MID,0,
36.065203,FLAG 59,-95.882349,6773,,,,WOODLAND HILLS MALL EB471,0,
36.128393,UticTroo,-95.967047,5872,,,2489 S Utica Ave & S Troost Ave,S Utica Ave&S Troost Ave,0,
36.136669,UticSwan,-95.967151,5873,,,,S Utica Ave&Swan Dr,0,
36.151887,Utic6st,-95.967221,5870,,,640 S Utica Ave & E 6th St S,S Utica Ave&E 6th St S,0,
36.149393,Utic8st,-95.967132,5871,,,906 S Utica Ave & E 8th St S,S Utica Ave&E 8th St S,0,
36.114578,Ya33st,-95.922543,5876,,,3374 S Yale Ave & E 33Rd St S,S Yale Ave&E 33Rd St S,0,
36.111346,Ya36st,-95.922502,5877,,,3614 S Yale Ave & E 36th St S,S Yale Ave&E 36th St S,0,
36.13645,UticSwan,-95.967316,5874,,,,S Utica Ave&Swan Dr,0,
36.115456,Ya33st,-95.922274,5875,,,3307 S Yale Ave & E 33rd St S,S Yale Ave&E 33rd St S,0,
36.107781,Ya38Pl,-95.922231,5878,,,,S Yale Ave&E 38th Pl S,0,
36.10513,Ya41st,-95.922231,5879,,,4033 S Yale Ave & E 41st St S,S Yale Ave&E 41st St S,0,
36.117131,Me32S,-95.886759,257,,,S MEMORIAL DR & E 31ST PL S,S Memorial Dr&E 31st St S,0,
36.093256,Garn48ST,-95.851208,6688,,,4750 S Garnett Rd & E 48th St S,S Garnett Rd & E 48th St S,0,
36.098164,Mem46Pl,-95.886429,6689,,,4423 S Memorial Dr & E 46th Pl S,S Memorial Dr & E 46th Pl S,0,
36.089971,51stSher,-95.905261,6680,,,6113 E 51st St S & S Sheridan Rd,E 51st St S & S Sheridan Rd,0,
36.099821,Sher44st,-95.904599,6681,,,4374 S Sheridan Rd & E 44th St S,S Sheridan Rd & E 44th St S,0,
36.109086,38stLkwd,-95.908395,6682,,,3801 E 38th St S & S Lakewood Ave,E 38th St S & S Lakewood Ave,0,
36.087049,Mem53st,-95.886675,6683,,,5332 S Memorial Dr & E 53rd St S,S Memorial Dr & E 53rd St S,0,
36.080176,Mem58st,-95.886603,6684,,,5800 S Memorial Dr & E 58th St S,S Memorial Dr & E 58th St S,0,
36.073429,107a109a,-95.857682,6685,,,6219 S 107th E Ave/S109th E Ave,S 107th E Ave & 63rd St S,0,
36.060732,71st73av,-95.895145,6686,,,7300 E 71st St S & S 73rd E Ave,E 71st St S & S 73rd E Ave,0,
36.060736,71st78av,-95.89006,6687,,,7800 E 71st St S & S 78th E Ave,E 71st St S & S 78th E Ave,0,
36.061066,71stMngo,-95.869296,6356,,,9637 E 71St St S & S Mingo Rd/S97Th E Ave,E 71St St S&S Mingo Rd,0,
36.060726,71st78av,-95.888201,6357,,,7926 E 71St St S & S 78Th E Ave,E 71St St S&S 78Th E Ave,0,
36.060851,71stQuin,-95.972678,6354,,,1439 E 71St St S & S Trenton Ave,E 71St St S&S QUINCY AVE,0,
36.060573,71stQuin,-95.973183,6355,,,1416 E 71St St S & S Quincy Ave,E 71St St S&S Quincy Ave,0,
36.06073,71stSher,-95.903717,6352,,,6536 E 71St St S & S Sheridan Rd,E 71St St S&S Sheridan Rd,0,
36.061007,71stSher,-95.905104,6353,,,6175 E 71St St S & S Sheridan Rd,E 71St St S&S Sheridan Rd,0,
36.060871,71stTren,-95.969392,6350,,,1587 E 71St St S & S Trenton Ave,E 71St St S&S Trenton Ave,0,
36.060594,71stQuin,-95.970399,6351,,,1544 E 71St St S & S Quincy Ave,E 71St St S&S Quincy Ave,0,
36.060739,71stMem,-95.885368,6358,,,,E 71St St S&S Memorial Dr,0,
36.060688,71stLew,-95.957329,6359,,,2426 E 71St St S & S Lewis Ave,E 71St St S&S Lewis Ave,0,
36.12359,Lew27Pl,-95.958121,6194,,,2711 S Lewis Ave & E 27Th Pl S,S Lewis Ave&E 27Th Pl S,0,
36.125325,Lew26Pl,-95.95815,6195,,,,S Lewis Ave&E 26Th Pl S,0,
36.124898,Lew26Pl,-95.958269,6196,,,2628 S Lewis Ave & E 26Th Pl S,S Lewis Ave&E 26Th Pl S,0,
36.127131,Lew25Pl,-95.958168,6197,,,,S Lewis Ave&E 25Th Pl S,0,
36.195663,Lew29Pl,-95.958296,6190,,,2904 N Lewis Ave & E 29Th Pl N,N Lewis Ave&E 29Th Pl N,0,
36.121269,Lew30st,-95.9581,6191,,,2907 S Lewis Ave & E 30Th St S,S Lewis Ave&E 30Th St S,0,
36.121218,Lew29st,-95.958252,6192,,,2906 S Lewis Ave & E 29Th St S,S Lewis Ave&E 29Th St S,0,
36.193436,Lew28st,-95.958298,6193,,,2710 N Lewis Ave & E 28Th St N,N Lewis Ave&E 28Th St N,0,
36.126863,Lew25Pl,-95.958282,6198,,,,S Lewis Ave&E 25Th Pl S,0,
36.128918,Lew24st,-95.958137,6199,,,,S Lewis Ave&E 24Th St S,0,
36.119055,31st101a,-95.863876,5298,,,10135 E 31st St S & S 101st E Ave,E 31st St S&S 101st E Ave,0,
36.119107,31st108a,-95.856743,5299,,,10683 E 31st St S & S 108th E Ave,E 31st St S&S 108th E Ave,0,
36.118839,31st77av,-95.890934,5296,,,7622 E 31st St S & S 77Th E Ave,E 31st St S&S 77Th E Ave,0,
36.118863,31st101a,-95.862867,5297,,,10194 E 31st St S & S 101st E Ave,E 31st St S&S 101st E Ave,0,
36.119024,31st99av,-95.866657,5294,,,9743 E 31st St S & S 99th E Ave,E 31st St S&S 99th E Ave,0,
36.11906,31stMngo,-95.869135,5295,,,9477 E 31st St S & S Mingo Rd,E 31st St S&S Mingo Rd,0,
36.118904,31st111a,-95.852795,5292,,,11162 E 31st St S & S 111th E Ave,E 31st St S&S 111th E Ave,0,
36.118852,31st129a,-95.832776,5293,,,12918 E 31st St S & S 129th E Ave,E 31st St S&S 129th E Ave,0,
36.133438,21stYa,-95.923537,5290,,,,E 21st St S&S Yale Ave,0,
36.118863,31st108a,-95.856113,5291,,,10824 E 31st St S & S 108th E Ave,E 31st St S&S 108th E Ave,0,
36.147835,11st87av,-95.879926,5058,,,8702 E 11th St S & S 87th E Ave,E 11th St S&S 87th E Ave,0,
36.14813,11st89av,-95.878029,5059,,,8789 E 11th St S & S 89th E Ave,E 11th St S&S 89th E Ave,0,
36.148115,11st85av,-95.884279,5054,,,8311 E 11th St S & S 85Th E Ave,E 11th St S&S 85Th E Ave,0,
36.147826,11st83av,-95.884219,5055,,,8310 E 11th St S & S 83rd E Ave,E 11th St S&S 83rd E Ave,0,
36.148116,11st85av,-95.882447,5056,,,8390 E 11th St S & S 85th E Ave,E 11th St S&S 85th E Ave,0,
36.147827,11st85av,-95.881978,5057,,,8512 E 11th St S & S 85th E Ave,E 11th St S&S 85th E Ave,0,
36.147906,11st75av,-95.89313,5050,,,7522 E 11th St S & S 75th E Ave,E 11th St S&S 75th E Ave,0,
36.148205,11st76av,-95.892641,5051,,,7569 E 11th St S & S 76th E Ave,E 11th St S&S 76th E Ave,0,
36.147913,11st77av,-95.890822,5052,,,7730 E 11th St S & S 77th E Ave,E 11th St S&S 77th E Ave,0,
36.14819,11st79av,-95.889169,5053,,,7877 E 11th St S & S 79th E Ave,E 11th St S&S 79th E Ave,0,
36.040147,Lew87st,-95.956852,6222,,,8541 S Lewis Ave & E 87Th St S,S Lewis Ave&E 87Th St S,0,
36.083604,Lew55Pl,-95.957888,6223,,,5531 S Lewis Ave & E 55Th Pl S,S Lewis Ave&E 55Th Pl S,0,
36.053183,Lew75st,-95.957977,6220,,,7656 S Lewis Ave & E 75Th St S,S Lewis Ave&E 75Th St S,0,
36.189462,LewWdrS,-95.958116,6221,,,2423 N Lewis Ave & E Woodrow St,N Lewis Ave&E Woodrow St,0,
36.055662,Lew75st,-95.957763,6226,,,7481 S Lewis Ave & E 75Th St S,S Lewis Ave&E 75Th St S,0,
36.058094,Lew73st,-95.957765,6227,,,7275 S Lewis Ave & E 73Rd St S,S Lewis Ave&E 73Rd St S,0,
36.052224,Lew81st,-95.957681,6224,,,7693 S Lewis Ave & E 81St St S,S Lewis Ave&E 81St St S,0,
36.048294,Lew81st,-95.957664,6225,,,7889 S Lewis Ave & E 81St St S,S Lewis Ave&E 81St St S,0,
36.062171,Lew71st,-95.957731,6228,,,7001 S Lewis Ave & E 71St St S,S Lewis Ave&E 71St St S,0,
36.075634,Lew61st,-95.957869,6229,,,6071 S Lewis Ave & E 61St St S,S Lewis Ave&E 61St St S,0,
36.133093,Ut21NB,-95.966611,1601,,,S UTICA AVE & E 21ST ST S,S Utica Ave&E 21st St S,0,
36.14988,49WWMSB,-96.046669,3224,,,S 49TH W AVE & E CHARLES PAGE BLVD,49th W Ave Warehouse Mkt,0,
36.160524,AdmGntt,-95.85084,5476,,,11312 E Admiral Pl & S Garnett Rd,E Admiral Pl&S Garnett Rd,0,
36.16063,Adm91av,-95.874566,5474,,,9152 E Admiral Pl & S 91st E Ave,E Admiral Pl&S 91st E Ave,0,
36.160872,AdmDar,-95.919515,5475,,,5031 E Admiral Pl & N Darlington Ave/S Darlington Ave,E Admiral Pl& Darlington Ave,0,
36.160636,Adm78av,-95.890056,5472,,,7808 E Admiral Pl & S 78th E Ave,E Admiral Pl&S 78th E Ave,0,
36.160609,Adm89av,-95.877433,5473,,,8912 E Admiral Pl & S 89th E Ave,E Admiral Pl&S 89th E Ave,0,
36.160881,Adm73av,-95.896289,5470,,,7247 E Admiral Pl & S 73rd E Ave,E Admiral Pl&S 73rd E Ave,0,
36.160646,Adm73av,-95.895299,5471,,,7332 E Admiral Pl & S 73rd E Ave,E Admiral Pl&S 73rd E Ave,0,
36.160834,AdmMem,-95.887364,5478,,,7881 E Admiral Pl & N Memorial Dr/S Memorial Dr,E Admiral Pl& Memorial Dr,0,
36.160873,AdmSher,-95.904959,5479,,,6459 E Admiral Pl & N Sheridan Rd/S Sheridan Rd,E Admiral Pl& Sheridan Rd,0,
36.13337,21stMem,-95.886089,5274,,,8154 E 21st St S & S Memorial Dr,E 21st St S&S Memorial Dr,0,
36.133562,21stMem,-95.887413,5275,,,7931 E 21st St S & S Memorial Dr,E 21st St S&S Memorial Dr,0,
36.133239,21stOswe,-95.932339,5276,,,,E 21st St S&S Oswego Ave,0,
36.133299,21stOw,-95.976983,5277,,,1220 E 21st St S & S Owasso Ave/E 21St Pl S,E 21st St S&S Owasso Ave,0,
36.133292,21stMad,-95.980238,5270,,,1018 E 21st St S & S Madison Ave,E 21st St S&S Madison Ave,0,
36.133285,21stMa,-95.987101,5271,,,24 E 21st St S & S Main St,E 21st St S&S Main St,0,
36.133362,21stMpwd,-95.906748,5272,,,6206 E 21st St S & S Maplewood Ave,E 21st St S&S Maplewood Ave,0,
36.133231,21stMari,-95.935113,5273,,,,E 21st St S&S Marion Ave,0,
36.133301,21stPeo,-95.975097,5278,,,1330 E 21st St S & S Peoria Ave,E 21st St S&S Peoria Ave,0,
36.133295,21stRock,-95.971361,5279,,,1502 E 21st St S & S Rockford Ave,E 21st St S&S Rockford Ave,0,
36.177074,PineAtlC,-95.954594,5519,,,2542 E Pine St & N Atlanta Ct,E Pine St&N Atlanta Ct,0,
36.176962,Pine95av,-95.870504,5518,,,9566 E Pine St & N 95th E Ave,E Pine St&N 95th E Ave,0,
36.176953,Pine108a,-95.85414,5511,,,11202 E Pine St & N 108Th E Ave,E Pine St&N 108Th E Ave,0,
36.177066,PineEvan,-95.947149,5510,,,,E Pine St&N Evanston Ave,0,
36.177112,Pine107a,-95.859005,5513,,,10769 E Pine St & N 107th E Ave,E Pine St&N 107th E Ave,0,
36.176935,Pine107a,-95.858359,5512,,,,E Pine St&N 107th E Ave,0,
36.17711,Pine89av,-95.880117,5515,,,,E Pine St&N 89th E Ave,0,
36.177001,Pine75av,-95.892686,5514,,,7520 E Pine St & N 75th E Ave,E Pine St&N 75th E Ave,0,
36.177109,Pine93av,-95.873859,5517,,,9171 E Pine St & N 93rd E Ave,E Pine St&N 93rd E Ave,0,
36.176975,Pine91av,-95.874479,5516,,,9122 E Pine St & N 91st E Ave,E Pine St&N 91st E Ave,0,
36.147697,11thGarn,-95.850881,530,,,S GARNETT RD & E 11TH ST S,11th & Garnett,0,
36.053821,AspnDtBA,-95.815459,5605,,,254 N Aspen Ave/S 145th E Ave & W Detroit St,N Aspen Ave&W Detroit,0,
36.054477,AspnDtBA,-95.81519,5604,,,319 N Aspen Ave/S 145th E Ave & W Detroit St,N Aspen Ave&W Detroit,0,
36.171897,CinMrsh,-95.993416,5607,,,1221 N Cincinnati Ave & E Marshall St,Martin Luther King Jr Blvd &E Marshall St,0,
36.169458,CinLatP,-95.993585,5606,,,1122 N Cincinnati Ave & E Latimer Pl,Martin Luther King Jr Blvd & E Latimer Pl,0,
36.15622,129aSkDr,-95.833483,5601,,,216 S 129th E Ave & E Skelly Dr,S 129th E Ave&E Skelly Dr,0,
36.159674,129aAdm,-95.833496,5600,,,60 S 129th E Ave & E Admiral Pl,S 129th E Ave&E Admiral Pl,0,
36.057596,AspnGree,-95.815198,5603,,,609 N Aspen Ave/S 145th E Ave & W Greeley St,N Aspen Ave&W Greeley,0,
36.060085,AspnKeBA,-95.815472,5602,,,826 N Aspen Ave/S 145th E Ave & W Kenosha St/E 71st St S,N Aspen Ave&W Kenosha,0,
36.174132,CinNwtP,-95.993413,5609,,,1319 N Cincinnati Ave & E Newton Pl,Martin Luther King Jr Blvd &E Newton Pl,0,
36.171306,CinMrsh,-95.993616,5608,,,1192 N Cincinnati Ave & E Marshall St,Martin Luther King Jr Blvd & E Marshall St,0,
36.077783,Unio61st,-96.0116,6518,,,5917 S Union Ave & W 61St St S,S Union Ave&W 61St St S,0,
36.087497,Unio53st,-96.011603,6519,,,5225 S Union Ave & W 53Rd St S,S Union Ave&W 53Rd St S,0,
36.090231,51st33rd,-96.029637,6510,,,W 51ST ST S & S 32ND WEST AVE,S 51st S & 33rd W Ave,0,
36.07525,61st33rd,-96.029866,6511,,,,33rd W Ave. & S 61st St,0,
36.075519,33av61st,-96.029587,6512,,,S 33RD WEST AVE & W 59TH ST S,S 33rd W Ave & W 61st st S,0,
36.089826,51st33av,-96.028921,6513,,,W 51ST ST S & S 33RD WEST AVE,51st St S & 33rd W Ave,0,
36.092775,UniW49st,-96.011597,6514,,,S UNION AVE W & W 48TH ST S,W 49th ST S& S UNION AVE,0,
36.06854,Unio66st,-96.011608,6515,,,6563 S Union Ave & W 66Th St S,S Union Ave&W 66Th St S,0,
36.071372,Unio63st,-96.011621,6516,,,6273 S Union Ave & W 63Rd St S,S Union Ave&W 63Rd St S,0,
36.072465,Unio62st,-96.011623,6517,,,6195 S Union Ave & W 62Nd St S,S Union Ave&W 62Nd St S,0,
36.104151,Pe41SB,-95.975878,426,,,S PEORIA AVE & E 41ST ST S,S Peoria Ave&E 41st St S,0,
36.156468,2stFkft,-95.985303,6413,,,526 E 2Nd St S & S Frankfort Ave,E 2Nd St S&S Frankfort Ave,0,
36.022154,AqJHIEx,-95.957865,6424,,,186 S Aquarium Dr & Aquarium Dr Holiday Inn Express,Aquarium Dr & Holiday Inn,0,
36.058822,73st109a,-95.852904,6425,,,10753 E 73Rd St S & S 109Th E Ave,E 73Rd St S&S 109Th E Ave,0,
36.184934,PeoVirg,-95.97578,6426,,,,N Peoria Ave&E Virgin St,0,
36.172024,PeoLatP,-95.975543,6427,,,1233 N Peoria Ave & E Latimer Pl,N Peoria Ave&E Latimer Pl,0,
36.147576,10stCinS,-95.984723,6420,,,232 E 10Th St S & S Cincinnati Ave,E 10Th St S&S Cincinnati Ave,0,
36.147315,10stCinN,-95.985986,6421,,,,E 10Th St S&S Cincinnati Ave,0,
36.14715,10stBos,-95.986055,6422,,,,E 10Th St S&S Boston Ave,0,
36.060874,71stElw,-95.990316,6428,,,265 W 71St St S & S Elwood Ave,W 71St St S&S Elwood Ave,0,
36.067142,Mem66st,-95.886556,6429,,,6630 S Memorial Dr & E 66Th St S,S Memorial Dr&E 66Th St S,0,
36.095043,Lew47st,-95.958051,6169,,,4718 S Lewis Ave & E 47Th St S,S Lewis Ave&E 47Th St S,0,
36.089267,Lew51st,-95.958057,6168,,,5120 S Lewis Ave & E 51St St S,S Lewis Ave&E 51Nd St S,0,
36.151258,Lew6st,-95.958285,6161,,,642 S Lewis Ave & E 6Th St S,6th St S & Lewis,0,
36.060391,Lew71st,-95.957973,6160,,,7124 S Lewis Ave & E 71St St S,S Lewis Ave&E 71St St S,0,
36.067173,Lew66Pl,-95.957994,6163,,,6636 S Lewis Ave & E 66Th Pl S,S Lewis Ave&E 66Th Pl S,0,
36.062823,Lew69st,-95.957965,6162,,,6954 S Lewis Ave & E 69Th St S,S Lewis Ave&E 69Th St S,0,
36.07905,Lew57st,-95.95806,6165,,,5872 S Lewis Ave & E 57Th St S,S Lewis Ave&E 57Th St S,0,
36.074811,Lew61st,-95.958075,6164,,,6116 S Lewis Ave & E 61St St S,S Lewis Ave&E 61St St S,0,
36.086487,Lew52st,-95.958054,6167,,,5264 S Lewis Ave & E 52Nd St S,S Lewis Ave&E 52Nd St S,0,
36.081279,Lew56Pl,-95.958034,6166,,,5614 S Lewis Ave & E 56Th Pl S,S Lewis Ave&E 56Th Pl S,0,
36.190014,FLAG 55,-95.890038,6769,,,,AIRPORT,0,
36.207128,FLAG 54,-95.984956,6768,,,,OU WAYMAN TISDALE CLINIC,0,
36.207929,FLAG 53,-96.002416,6767,,,,OSAGE CASINO (EB),0,
36.206773,FLAG 52,-95.995067,6766,,,,WESTVIEW VIEW CLINIC - TO DOWNTOWN,0,
36.151711,ARDBAY2,-95.993471,6765,,,,ARRIVE DAS BAY 2,0,
36.206966,OU CLIN,-95.98499,6763,,,,OU CLINIC,0,
36.152095,ADAS10,-95.993461,6762,,,,ARRIVE DAS BAY 10,0,
36.151899,ARDBAY7,-95.994013,6760,,,,ARRIVE DAS 7,0,
36.119977,Utic30Pl,-95.96758,5869,,,3021 S Utica Ave & E 30th Pl S,S Utica Ave&E 30th Pl S,0,
36.1218,Utic29st,-95.966758,5868,,,2883 S Utica Ave & E 29th St S,S Utica Ave&E 29th St S,0,
36.130811,Utic22Pl,-95.967071,5865,,,2241 S Utica Ave & E 22Nd Pl S,S Utica Ave&E 22Nd Pl S,0,
36.133397,Utic19st,-95.967378,5864,,,1998 S Utica Ave & E 19Th St S,S Utica Ave&S 21st St,0,
36.12536,UticVict,-95.967124,5867,,,2697 S Utica Ave & S Victor Ave/S Terwilleger Blvd/E 27th St S,S Utica Ave&S Victor Ave,0,
36.132643,UticTroo,-95.967241,5866,,,,S Utica Ave&S Troost Ave,0,
36.139484,Utic16st,-95.967025,5861,,,1587 S Utica Ave & E 16th St S,S Utica Ave&E 16th St S,0,
36.141045,Utic15st,-95.967047,5860,,,1463 S Utica Ave & E 15th St S,S Utica Ave&E 15th St S,0,
36.133201,Utic22st,-95.967045,5863,,,2133 S Utica Ave & E 22Nd St S,S Utica Ave&E 21st St S,0,
36.135381,Utic19st,-95.967169,5862,,,1789 S Utica Ave & E 19th St S,S Utica Ave&E 19th St S,0,
36.151208,129a7st,-95.833379,6699,,,702 S 129th E Ave & E 7th St,S 129th E Ave & E 7th St,0,
36.163629,GarnArch,-95.851274,6698,,,11200 N Garnett Rd & & E Archer Pl,N Garnett Rd & E Archer Pl,0,
36.10217,Mngo42st,-95.868779,6693,,,4201 S Mingo Rd & E 42rd St S,S Mingo Rd & E 42rd St S,0,
36.104126,Mngo41st,-95.868798,6692,,,4100 S Mingo Rd & E 41st St S,S Mingo Rd & E 41st St S,0,
36.102907,Mem42st,-95.886446,6691,,,4201 S Memorial Dr & E 42nd St S,S Memorial Dr & E 42nd St S,0,
36.099769,Mem44st,-95.886405,6690,,,4343 S Memorial Dr & E 44th St S,S Memorial Dr & E 44th St S,0,
36.163629,GarnArch,-95.851067,6697,,,153 N Garnett Rd & E archer St,N Garnett Rd & E Archer St,0,
36.118857,31st120p,-95.842513,6695,,,12048 E 31st St S & S 120th E Pl,E 31st St S & S 120th E Pl,0,
36.118864,31st116a,-95.845756,6694,,,11656 E 31st St S & S 116th E Ave,E 31st St S & S 116th E Ave,0,
36.133224,Me21N,-95.886407,153,,,N MEMORIAL DR & E 21ST ST S,S Memorial Dr&E 21st St S,0,
36.189349,CinZion,-95.99361,6457,,,2486 N Cincinnati Ave & E Zion St,Martin Luther King Jr Blvd&E Zion St,0,
36.190977,CinApch,-95.993609,6456,,,2572 N Cincinnati Ave & E Apache St,Martin Luther King Jr Blvd&E Apache St,0,
36.108045,Harv38st,-95.940131,5767,,,3785 S Harvard Ave & E 38th St S,S Harvard Ave&E 38th St S,0,
36.057646,73stWh,-95.963448,6341,,,,E 73Rd St S&S Wheeling Ave,0,
36.149717,7stBos,-95.988804,6340,,,23 E 7Th St S & S Boston Ave,7th & Main,0,
36.060756,71st109a,-95.854736,6343,,,11022 E 71St St S & S 109Th E Ave,71st St S & 109th E Ave,0,
36.060685,71stBmPl,-95.952587,6342,,,2612 E 71St St S & S Birmingham Pl,E 71St St S&S Birmingham Pl,0,
36.060896,71stWh,-95.963739,6345,,,1953 E 71St St S & S Wheeling Ave/Wallenberg Dr,E 71St St S&S Wheeling Ave,0,
36.0607,71stYa,-95.921619,6344,,,5020 E 71St St & S Yale Ave,E 71St St&S Yale Ave,0,
36.060624,71stUtic,-95.965931,6347,,,1718 E 71St St S & S Utica Ave,E 71St St S&S Utica Ave,0,
36.06065,71stWh,-95.963016,6346,,,2108 E 71St St S & S Wheeling Ave,E 71St St S&S Wheeling Ave,0,
36.060615,71stTren,-95.968369,6349,,,1628 E 71St St S & S Trenton Ave,E 71St St S&S Trenton Ave,0,
36.060896,71stVict,-95.96606,6348,,,1715 E 71St St S & S Victor Ave,E 71St St S&S Victor Ave,0,
36.116732,Lew32st,-95.958065,6187,,,,S Lewis Ave&E 32Nd St S,0,
36.200955,Lew32st,-95.958126,6186,,,3201 N Lewis Ave & E 32Nd St N,N Lewis Ave&E 32Nd St N,0,
36.202758,LewMHKB,-95.95831,6185,,,3324 N Lewis Ave & Mohawk Blvd,N Lewis Ave&Mohawk Blvd,0,
36.11394,Lew34st,-95.958187,6184,,,3426 S Lewis Ave & E 34Th St S,S Lewis Ave&E 34Th St S,0,
36.11446,Lew34st,-95.958081,6183,,,3383 S Lewis Ave & E 34Th St S,S Lewis Ave&E 34Th St S,0,
36.113151,Lew35st,-95.958031,6182,,,3491 S Lewis Ave & E 35Th St S,S Lewis Ave&E 35Th St S,0,
36.111221,Lew36st,-95.958143,6181,,,3608 S Lewis Ave & E 36Th St S,S Lewis Ave&E 36Th St S,0,
36.111868,Lew36st,-95.958034,6180,,,3577 S Lewis Ave & E 36Th St S,S Lewis Ave&E 36Th St S,0,
36.195439,Lew29st,-95.958124,6189,,,2901 N Lewis Ave & E 29Th St N,N Lewis Ave&E 29Th St N,0,
36.119258,Lew31st,-95.958071,6188,,,3055 S Lewis Ave & E 31St St S,S Lewis Ave&E 31St St S,0,
36.133174,21stYork,-95.961707,5289,,,2118 E 21st St S & S Yorktown Ave,E 21st St S&S Yorktown Ave,0,
36.133342,21stYork,-95.962399,5288,,,2071 E 21st St S & S Yorktown Ave,E 21st St S&S Yorktown Ave,0,
36.133516,21stSher,-95.905223,5281,,,6274 E 21st St S & S Sheridan Rd,E 21st St S&S Sheridan Rd,0,
36.133338,21stSher,-95.904035,5280,,,6508 E 21st St S & S Sheridan Rd,E 21st St S&S Sheridan Rd,0,
36.133378,21stUtic,-95.967679,5283,,,1587 E 21ST ST S & S UTICA AVE,E 21ST ST S&S UTICA AVE,0,
36.133525,21st68av,-95.903516,5282,,,6518 E 21st St S & S 68Th E Ave,E 21st St S&S 68Th E Ave,0,
36.133253,21stVand,-95.924827,5285,,,,E 21st St S&S Vandalia Ave,0,
36.133229,21stUtic,-95.965993,5284,,,1920 E 21st St S & S Utica Ave,E 21st St S&S Utica Ave,0,
36.133238,21stYa,-95.922066,5287,,,4920 E 21st St S & S Yale Ave,E 21st St S&S Yale Ave,0,
36.133194,21stWh,-95.963498,5286,,,1994 E 21st St S & S Wheeling Ave/S Xanthus Ave,E 21st St S&S Wheeling Ave,0,
36.147868,11st73av,-95.89504,5049,,,7352 E 11th St S & S 73rd E Ave,E 11th St S&S 73rd E Ave,0,
36.148071,11st73av,-95.896095,5048,,,7172 E 11th St S & S 73rd E Ave,E 11th St S&S 73rd E Ave,0,
36.147867,11st71av,-95.897033,5047,,,7118 E 11th St S & S 71st E Ave,E 11th St S&S 71st E Ave,0,
36.148048,11st71av,-95.898149,5046,,,6988 E 11th St S & S 71st E Ave,E 11th St S&S 71st E Ave,0,
36.147873,11st69av,-95.899748,5045,,,6916 E 11th St S & S 69th E Ave,E 11th St S&S 69th E Ave,0,
36.148061,11st71av,-95.900003,5044,,,6904 E 11th St S & S 71St E Ave,E 11th St S&S 71St E Ave,0,
36.148052,11st67av,-95.902568,5043,,,6588 E 11th St S & S 67th E Ave,E 11th St S&S 67th E Ave,0,
36.14811,11st127a,-95.835757,5042,,,,E 11th St S&S 127th E Ave,0,
36.147952,11st124a,-95.837027,5041,,,,E 11th St S&S 124th E Ave,0,
36.147939,11st120a,-95.842937,5040,,,11948 E 11th St S & S 120th E Ave,E 11th St S&S 120th E Ave,0,
36.148521,Det10st,-95.984166,6239,,,,S Detroit Ave&E 10Th St S,0,
36.059457,Gntt71st,-95.85113,6238,,,S Garnett Rd/S 113Th E Ave & E 71St St S/W Kenosha St,S Garnett Rd & 73rd St S,0,
36.12936,Jack23st,-95.999528,6235,,,2326 S Jackson Ave & W 23Rd St S,S Jackson Ave&W 23Rd St S,0,
36.127273,Jack24st,-95.999511,6234,,,2440 S Jackson Ave & W 23Rd St S,S Jackson Ave&W 24TH St S,0,
36.149854,Hous4st,-95.998857,6236,,,431 S Houston Ave & W 4Th St S,S Houston Ave&W 4Th St S,0,
36.086345,Lew53st,-95.957889,6231,,,5283 S Lewis Ave & E 53Rd St S,S Lewis Ave&E 53Rd St S,0,
36.079285,Lew59st,-95.957887,6230,,,,S Lewis Ave&E 59Th St S,0,
36.043647,Lew83st,-95.957704,6233,,,8137 S Lewis Ave & E 83Rd St S,S Lewis Ave&E 83Rd St S,0,
36.08852,Lew52st,-95.957878,6232,,,5155 S Lewis Ave & E 52Nd St S,S Lewis Ave&E 52Nd St S,0,
36.132882,Bd21SB,-95.98871,3250,,,S BOULDER AVE & W 21ST ST S,S Boulder Ave W & W 21st St S,0,
36.176957,Pine/Mem,-95.886448,1944,,,N MEMORIAL DR & E PINE ST,Pine & Memorial,0,
36.177029,PiYaEB,-95.922115,3257,,,N YALE AVE & E PINE ST,E Pine St&N Yale Ave,0,
36.132798,21UtSB,-95.96679,1490,,,S UTICA AVE & E 21ST ST S,E 21st St S&S Utica Ave,0,
36.160866,Adm85av,-95.883577,5460,,,8459 E Admiral Pl & S 85Th E Ave,E Admiral Pl&S 85Th E Ave,0,
36.160808,Adm109a,-95.854902,5463,,,10825 E Admiral Pl & S 109th E Ave,E Admiral Pl&S 109th E Ave,0,
36.160539,Adm106p,-95.857522,5462,,,E Admiral Pl & N 106Th E Pl/S 106th E Pl,E Admiral Pl& 106Th E Pl,0,
36.160895,Adm67av,-95.903022,5465,,,6637 E Admiral Pl & N 67Th E Ave/S 67th E Ave,E Admiral Pl&N 67Th E Ave,0,
36.160593,Adm117a,-95.846136,5464,,,11722 E Admiral Pl & S 117th E Ave,E Admiral Pl&S 117th E Ave,0,
36.160885,Adm69av,-95.900465,5467,,,6843 E Admiral Pl & S 69th E Ave,E Admiral Pl&S 69th E Ave,0,
